genre_ids,origin_country,original_language,popularity,vote_average,vote_count,year
"[10759, 10751, 10765, 18]",['GB'],en,4.8559,8.2,228,1988.0
"[18, 10751]",['TR'],tr,5.4371,0.0,1,2025.0
"[10766, 18]",['BR'],pt,5.5957,5.2,12,2005.0
[18],['GB'],en,4.9251,3.7,3,1975.0
[18],['JP'],ja,4.8623,9.0,6,2024.0
[18],['KR'],ko,4.4587,5.0,1,2006.0
"[16, 10759, 35]",['JP'],ja,4.2193,7.5,10,1996.0
"[10759, 18]",['US'],en,4.7829,7.2,157,2010.0
"[16, 35, 10751, 10762]",['US'],en,5.1201,7.7,301,1999.0
"[10766, 18]",['BR'],pt,5.8031,7.8,8,1993.0
"[16, 10759, 10765]","['CA', 'US']",en,4.8278,7.2,370,2003.0
[18],['JP'],ja,5.1912,10.0,1,2025.0
"[16, 18]",['JP'],ja,4.2002,6.9,9,2010.0
[18],['KR'],ko,5.8688,7.75,26,2019.0
[35],['US'],en,4.9996,6.2,8,2016.0
"[10762, 16, 35]",['JP'],ja,4.5779,7.8,5,2016.0
"[18, 80]",['DE'],de,5.2004,5.2,5,1998.0
[10764],['CN'],zh,4.3789,6.0,1,2016.0
[10764],['US'],en,5.8285,5.8,62,2008.0
"[16, 35, 18]",['JP'],ja,4.7768,8.036,83,2024.0
"[16, 10765, 35, 10751]",['US'],en,5.3636,7.5,377,2017.0
"[18, 10765]",['KR'],ko,4.292,8.195,95,2024.0
"[35, 10762, 16]",['US'],en,5.7044,7.5,69,2018.0
"[18, 10765]",['PH'],tl,4.6299,0.0,0,2012.0
[10764],['KR'],ko,4.6957,0.0,0,2018.0
[10751],['CA'],fr,6.7358,0.0,0,2008.0
[10764],['KR'],ko,4.3995,6.0,1,2012.0
[18],['CN'],zh,5.2327,8.2,43,2018.0
"[10766, 18]",['BR'],pt,4.6089,7.8,295,2015.0
"[16, 10759, 10762, 10751, 10765, 18, 35]",['JP'],ja,4.3398,4.0,3,2001.0
"[16, 35]",['JP'],ja,4.3898,6.0,2,2011.0
"[99, 10767, 10768]",['CN'],zh,4.8557,7.0,3,2014.0
"[10759, 18, 80]",['IT'],it,4.9746,7.6,17,2009.0
[18],['HK'],cn,4.9702,7.0,1,1984.0
[10762],['CN'],zh,4.7933,10.0,1,2021.0
"[35, 80, 18, 10751]",['CY'],el,4.4744,10.0,1,2006.0
"[99, 80]",['US'],en,4.6083,8.9,46,2011.0
"[35, 18]",['US'],en,5.1997,6.6,201,2012.0
"[16, 10751, 18, 10762]",['CA'],en,7.3544,6.8,47,1995.0
"[10765, 10759, 18]",['US'],en,4.3239,6.7,398,2022.0
"[18, 10768, 9648]",['KR'],ko,5.0699,7.9,26,2024.0
"[80, 18, 9648]",['IT'],it,5.8914,7.7,29,2022.0
"[16, 35]",['JP'],ja,4.3777,7.1,41,2010.0
"[10759, 18]",['US'],en,4.7467,5.4,5,1957.0
"[18, 10766, 80]","['US', 'VE']",es,4.6925,7.0,84,2007.0
"[80, 18, 9648]",['KR'],ko,4.6724,7.2,54,2024.0
"[35, 10751]",['US'],en,5.2629,6.6,25,1962.0
"[10765, 18]",['US'],en,4.8817,6.4,569,2012.0
"[10767, 35]",['IN'],hi,4.7151,7.2,8,2024.0
"[80, 9648, 18]",['RU'],ru,5.2674,0.0,0,2019.0
[10764],['KR'],ko,4.1478,7.3,3,2024.0
[18],['US'],en,5.4106,6.0,2,1954.0
"[16, 10751, 10762, 35]",['US'],en,4.884,7.7,31,2013.0
"[16, 10762, 10759, 35]",['US'],en,5.0015,4.8,28,2023.0
"[16, 35, 10765]",['JP'],ja,4.9894,7.389,117,2021.0
"[16, 35]",['JP'],ja,4.8674,7.05,50,2021.0
"[35, 10767]",['US'],en,4.5353,3.6,36,2019.0
"[16, 10765, 10759]",['JP'],ja,4.2864,0.0,0,1981.0
"[18, 80, 9648]",['SE'],sv,5.355,7.022,117,2025.0
"[16, 10759, 10762, 35]",['US'],en,4.6515,7.3,46,2002.0
"[18, 80]",['GR'],el,4.4502,6.5,37,2022.0
"[16, 10759, 10765]",['JP'],ja,4.9584,7.7,46,2024.0
[35],['US'],en,5.6803,6.6,49,2023.0
[18],['US'],en,5.2592,5.7,15,2007.0
"[16, 18]",['JP'],ja,4.7314,6.3,36,2018.0
"[16, 35, 18]",['JP'],ja,4.2608,6.8,9,2023.0
[18],['PT'],pt,5.3421,5.0,1,2007.0
[18],['BE'],nl,4.8662,6.8,55,2023.0
"[16, 18, 10765, 9648]",['JP'],ja,4.2752,8.2,580,1998.0
"[16, 35]",['JP'],ja,4.2491,6.6,44,2018.0
"[16, 10759, 18, 10765]",['JP'],ja,4.8565,7.9,61,1979.0
[35],['GB'],en,5.6479,8.1,52,1974.0
[10767],['FR'],fr,5.2743,5.6,7,1987.0
[35],['CA'],fr,3.928,3.2,2,2013.0
"[18, 10751]",['KR'],ko,3.1476,4.9,9,2015.0
[18],['CN'],zh,4.4813,8.9,64,2015.0
"[16, 35, 10749]",['JP'],ja,5.2863,7.8,29,1986.0
[35],['CA'],fr,6.5389,7.5,4,1999.0
"[99, 10762]",['CN'],zh,4.6988,0.0,0,2013.0
"[16, 10759, 10762]",['JP'],ja,4.1656,8.0,1,2024.0
"[35, 10764, 10767]",['NO'],no,4.8717,0.0,0,2016.0
"[18, 35, 10751]",['GB'],en,4.6288,7.4,115,2016.0
[35],['US'],en,4.8338,6.6,40,2000.0
"[10751, 10764]",['CN'],zh,4.5139,7.6,7,2013.0
"[16, 18, 10765]",['JP'],ja,4.9641,7.5,26,2022.0
"[10759, 16, 10765, 10762]",['US'],en,5.542,7.3,383,1983.0
"[18, 10765]",['KR'],ko,4.6232,7.917,494,2021.0
"[18, 80, 9648]",['US'],en,4.3624,7.4,785,2020.0
[],['US'],en,4.3355,7.3,3,1959.0
"[16, 35]",['US'],en,4.0592,5.5,29,2023.0
"[10762, 9648, 18]",['BE'],nl,7.1323,6.0,1,2018.0
"[10762, 16]",['US'],en,4.59,5.8,4,2021.0
[],['CA'],fr,4.5506,0.0,0,2006.0
"[16, 35, 18]",['JP'],ja,3.2589,6.0,4,2006.0
[10764],['CN'],zh,3.6767,7.0,1,2020.0
"[80, 18, 10759, 9648]",['US'],en,4.9099,8.0,69,1986.0
[10759],['US'],en,4.6,6.3,29,1965.0
[18],['KR'],ko,4.959,7.605,153,2024.0
"[16, 18, 10765]",['JP'],ja,4.7886,7.0,65,2003.0
"[18, 10766]",['IN'],hi,4.5213,3.1,7,2003.0
[18],['JP'],ja,4.2311,8.0,2,2024.0
[99],['US'],en,4.3578,8.1,81,1995.0
"[10766, 18, 9648]",['BR'],pt,4.7589,5.1,4,2002.0
"[10751, 16, 35, 18]",['CA'],en,4.78,7.6,37,2004.0
"[35, 10765]",['GB'],en,4.4964,6.5,30,2000.0
"[10765, 18]",['US'],en,5.003,7.1,128,2005.0
"[18, 9648, 10765]",['US'],en,4.8913,7.8,273,2024.0
"[18, 35, 10765]",['US'],en,4.4961,8.023,1876,2020.0
"[35, 10751]",['US'],en,4.3833,7.2,20,1952.0
"[16, 18]",['JP'],ja,4.5847,7.0,25,2011.0
"[16, 18]",['JP'],ja,4.2497,6.4,7,1991.0
[99],"['GB', 'US']",en,5.7421,7.2,13,1997.0
[10766],['AR'],es,4.5952,4.0,2,2009.0
[18],['KR'],ko,4.4904,4.6,7,2007.0
"[9648, 10765]",['US'],en,4.5837,6.778,412,2002.0
"[10751, 18]",['MX'],es,4.0411,7.5,111,2017.0
"[18, 10751]",['CN'],zh,4.1347,9.5,4,2024.0
[18],['US'],en,4.6094,7.3,299,2022.0
"[16, 35]",['JP'],ja,4.4332,8.5,597,2010.0
[18],['GB'],en,5.1687,7.3,344,2013.0
"[10766, 35]",['BR'],pt,4.9573,7.0,10,2000.0
"[16, 35]",['JP'],ja,5.0197,8.236,329,2014.0
"[16, 35, 10765]",['JP'],ja,4.4815,6.2,6,2005.0
[18],['TH'],th,4.7887,8.7,15,2024.0
"[10759, 16, 10765]",['JP'],ja,4.772,7.3,203,2014.0
"[16, 35, 10751]",['US'],en,4.7354,6.9,154,2005.0
[],['CA'],fr,4.8942,0.0,0,2011.0
[18],['KR'],ko,3.9323,3.5,6,2013.0
"[16, 10765, 9648]",['JP'],ja,5.5499,6.75,4,2025.0
"[10751, 18]",['TR'],tr,4.4006,8.0,417,2010.0
"[18, 80]",['GB'],en,5.6368,7.3,18,1996.0
[18],['KR'],ko,4.8836,10.0,1,1998.0
"[18, 80]",['AU'],en,4.7984,6.8,33,2016.0
"[35, 10765, 10759]",['US'],en,4.5176,7.0,301,2016.0
[18],['CN'],zh,4.969,7.3,34,2018.0
"[35, 18, 10751]",['KR'],ko,4.1761,7.2,4,2022.0
[18],['HK'],cn,4.9585,0.0,0,1977.0
"[16, 9648, 10765]",['JP'],ja,4.426,7.1,12,2024.0
"[10751, 10766]",['SG'],zh,4.7984,0.0,0,2013.0
"[80, 18, 9648]",['TR'],tr,4.9813,6.8,27,2022.0
"[99, 10764]",['US'],en,4.5129,7.7,16,2001.0
[],['US'],en,4.4005,6.0,3,1980.0
"[10763, 80, 99]",['US'],en,4.7789,7.3,51,1988.0
[18],['KR'],ko,4.7766,8.458,59,2025.0
[35],['US'],en,4.8186,6.5,154,1985.0
[],['HK'],cn,3.8065,9.0,6,1979.0
[35],['US'],en,4.985,5.7,27,1996.0
[18],['BG'],bg,5.1787,3.1,23,2016.0
"[18, 80, 9648]",['GB'],en,4.5234,7.3,143,2008.0
[18],['US'],en,4.3619,7.9,467,2014.0
[10764],['US'],en,4.492,5.1,38,2014.0
"[16, 10762, 35, 18]",['JP'],ja,4.486,9.3,3,2020.0
[18],['US'],en,4.6785,7.0,2,1961.0
[35],['US'],en,4.2037,7.1,47,2023.0
[10767],['KR'],ko,4.6432,8.0,1,2015.0
[10763],['CA'],fr,4.847,6.3,3,2017.0
[99],['DE'],de,6.3652,8.5,2,2008.0
"[99, 10763]",['SE'],sv,4.146,6.7,10,1971.0
[35],['AU'],en,5.8689,7.7,3,2016.0
[10764],['BE'],nl,4.3492,0.0,0,2003.0
[18],['TR'],tr,4.7159,5.5,2,2024.0
"[16, 18]",['JP'],ja,4.965,7.3,54,2019.0
[99],['US'],en,4.588,6.5,15,1999.0
"[10751, 18, 10766]",['IN'],bn,4.6876,10.0,1,2021.0
[10767],['KR'],ko,4.5519,8.7,3,2021.0
[10765],['US'],en,4.5028,6.762,538,2015.0
"[18, 35]",['US'],en,4.4032,5.3,69,2013.0
"[18, 10751]",['US'],en,4.5105,0.0,0,1954.0
"[10759, 18]",['US'],en,4.3768,8.126,115,1998.0
"[10759, 10765, 16, 10768]",['JP'],ja,4.475,7.5,25,1994.0
"[18, 9648]",['ES'],es,4.49,7.5,882,2021.0
"[10765, 16, 35, 10759]",['JP'],ja,4.4963,7.9,99,1995.0
"[10759, 10765, 10762]",['JP'],ja,4.7277,8.1,10,2019.0
"[18, 10765]",['KR'],ko,4.4541,8.0,144,2018.0
"[10768, 10759]",['GB'],en,4.8904,8.0,33,1993.0
[18],['JP'],ja,4.6844,8.5,8,2010.0
"[10766, 18]",['BR'],pt,3.8379,6.8,4,2015.0
"[80, 18]",['FR'],fr,4.955,6.6,35,2017.0
"[16, 35]",['JP'],ja,4.9868,8.398,465,2021.0
[35],['JP'],ja,5.1891,8.5,2,1996.0
"[16, 35]",['JP'],ja,4.5402,8.3,85,2022.0
"[16, 10759, 10765]",['JP'],ja,4.4926,7.6,81,2023.0
[18],['KR'],ko,3.9313,7.4,16,2007.0
"[10765, 18, 10759]",['GB'],en,4.4498,7.2,200,2022.0
[16],['JP'],ja,4.9478,4.3,3,1985.0
[18],['CN'],zh,3.7794,5.0,5,2021.0
"[35, 10751]",['IN'],te,5.0617,8.5,6,2001.0
"[18, 35]",['KR'],ko,4.0089,8.2,185,2023.0
"[35, 18, 80]",['BR'],pt,4.0779,7.7,3,2000.0
[16],['US'],en,4.7329,7.6,5,1996.0
"[35, 18]",['SE'],sv,5.155,7.106,216,2020.0
"[10765, 9648, 18]",['US'],en,4.6748,7.1,126,2005.0
"[16, 35, 10759, 80]",['JP'],ja,5.17,8.0,72,2023.0
"[18, 80]",['GB'],en,4.6483,7.455,337,2021.0
[18],['US'],en,4.6708,5.8,38,2025.0
"[18, 35]",['JP'],ja,4.6482,8.2,83,2013.0
[99],['US'],en,4.2466,8.5,4,2025.0
"[18, 35]",['US'],en,4.1992,6.1,30,2008.0
[10763],['KR'],ko,4.3667,9.5,2,2014.0
[18],['HK'],cn,4.2566,8.0,2,1998.0
[18],['CN'],zh,3.6178,4.5,2,2023.0
"[18, 35, 10762, 10765, 9648]",['IL'],he,4.5177,8.3,3,2005.0
"[16, 18, 10765]",['JP'],ja,4.5525,8.4,661,2006.0
"[18, 10766]",['ID'],id,5.446,0.0,0,2007.0
[18],['TR'],tr,4.0683,1.0,1,2022.0
[],['CN'],zh,4.6195,0.0,0,2013.0
"[16, 10759]",['JP'],ja,4.5853,6.1,7,2020.0
[99],['CN'],zh,4.5971,0.0,0,2015.0
"[18, 35]",['US'],en,4.4842,6.0,3,2009.0
"[16, 18]",['JP'],ja,4.9794,8.0,1,2025.0
[],['GB'],en,4.2704,8.2,4,1963.0
"[16, 35, 10759, 10765]",['JP'],ja,4.6456,7.3,23,2024.0
[99],['US'],en,5.0366,7.2,123,2019.0
"[18, 80]",['KR'],ko,5.1123,7.776,78,2025.0
"[35, 18]",['US'],en,4.6512,7.521,192,2024.0
"[10762, 10751, 10765, 35]",['TR'],tr,5.7272,2.5,2,2007.0
"[18, 16, 35]","['CA', 'US']",en,5.2163,6.6,53,2001.0
"[18, 10759, 10765]","['CA', 'US']",en,5.5413,6.9,70,2002.0
[18],['TR'],tr,4.2817,7.9,219,2018.0
"[9648, 18, 80]",['US'],en,4.2483,7.7,142,1988.0
[16],['JP'],ja,3.0567,1.5,2,2006.0
"[16, 18, 10759, 10765]",['JP'],ja,4.3091,6.5,135,2020.0
[10764],['FR'],fr,5.4971,6.1,9,2011.0
"[16, 18, 10765]",['JP'],ja,4.084,7.9,15,2025.0
"[35, 16, 10759]",['JP'],ja,3.5745,7.2,23,1989.0
"[10751, 16, 35]",['US'],en,4.6165,7.0,244,1991.0
[18],['GB'],en,4.4865,7.1,9,2009.0
"[35, 10759, 10765, 9648, 10762, 10751]","['CA', 'US']",en,4.6232,8.105,353,2011.0
"[10766, 18, 10765]",['BR'],pt,5.1021,7.3,10,2008.0
"[16, 10759, 18]",['JP'],ja,4.8201,7.9,328,2001.0
"[9648, 35, 18, 10765]",['KR'],ko,5.9748,7.6,69,2023.0
"[35, 16]",['JP'],ja,4.6235,7.469,127,2018.0
[18],[],en,4.5226,3.0,2,1983.0
[18],['KR'],ko,5.0084,8.1,228,2020.0
[99],['GB'],en,5.0601,8.1,9,2025.0
"[80, 18, 9648]",['JP'],ja,4.7929,7.4,8,2015.0
"[16, 10759, 10765, 35]",['US'],en,3.8526,8.4,34,2024.0
"[18, 35]",['RU'],ru,4.8426,8.6,56,2020.0
"[16, 35]",['JP'],ja,4.9758,8.042,156,2023.0
[35],['RU'],ru,4.8194,7.6,13,2021.0
"[16, 18]",['JP'],ja,6.2107,6.0,4,1977.0
"[35, 18]",['US'],en,4.5652,6.0,154,2016.0
"[10764, 10759]",['GB'],en,4.4936,7.2,16,2023.0
"[10765, 18, 35]",['US'],en,4.6414,7.0,204,2007.0
[18],['CN'],zh,5.2824,7.1,8,2019.0
[35],['DE'],de,5.1165,6.8,11,1997.0
[35],['GB'],en,4.9766,7.2,26,1969.0
"[18, 9648]",['KR'],ko,4.7952,8.1,42,2023.0
"[16, 10759, 10762, 35, 10751, 10765]",['JP'],ja,5.0507,9.0,1,2007.0
"[18, 10765, 10759]",['KR'],ko,5.1399,7.674,66,2021.0
"[18, 10765, 10759]",['CN'],zh,5.8648,8.6,8,2025.0
"[35, 10765, 80]",['US'],en,4.8826,7.687,841,2016.0
[35],['GB'],en,4.2616,7.6,26,1971.0
"[16, 35, 10762]",['US'],en,4.1768,5.4,44,2013.0
"[16, 10759, 10765, 9648]",['JP'],ja,4.3639,7.3,152,2021.0
[18],['AU'],en,4.7098,6.9,7,1982.0
"[10766, 18]",['BR'],pt,4.9065,5.5,4,2002.0
"[10759, 16, 18, 10765]",['JP'],ja,4.9339,8.148,335,2007.0
"[16, 18, 10759, 10765]",['JP'],ja,3.9842,6.1,12,2023.0
"[10763, 10767]",['NO'],no,6.367,0.0,0,2012.0
"[18, 80, 9648]",['US'],en,4.7239,6.9,1125,2015.0
"[16, 10762]",['US'],en,4.1482,8.0,121,1984.0
"[9648, 10759, 18]",['CN'],zh,4.2483,7.3,10,2016.0
[18],['GR'],el,4.7187,7.0,2,2020.0
"[10765, 18]",['PH'],tl,4.3242,0.0,0,2004.0
[9648],['US'],en,4.3189,6.3,3,1960.0
[18],['CN'],zh,4.9668,7.4,21,2018.0
[10763],['US'],en,4.6135,7.5,2,2018.0
[99],"['AU', 'CA', 'GB']",en,5.1944,8.1,7,1994.0
"[16, 10759, 10762, 10765, 35]",['JP'],ja,4.5035,6.2,4,2025.0
"[18, 35]",['KR'],ko,4.1951,8.1,32,2021.0
"[16, 35, 18]",['JP'],ja,4.6462,7.0,35,2008.0
"[9648, 10759, 18]",['US'],en,4.9353,6.3,285,2012.0
"[10759, 10765, 18]",[],he,5.0095,9.3,3,2017.0
"[16, 35, 10765]",['US'],en,6.3168,7.8,623,1999.0
"[16, 18, 10765]",['JP'],ja,4.8558,8.1,10,2024.0
"[16, 18]",['JP'],ja,3.9067,7.8,15,2018.0
[18],['CN'],zh,4.427,7.3,39,2022.0
"[10762, 10766]",['BE'],nl,4.7296,10.0,1,2008.0
"[10766, 18, 9648]",['BR'],pt,4.8779,7.9,33,2008.0
"[16, 35, 9648, 80]",['US'],en,5.1871,6.5,104,1995.0
"[35, 10765, 16, 10759]",['JP'],ja,4.502,7.3,20,2018.0
"[80, 18]",['GB'],en,4.7927,6.7,13,2003.0
"[10764, 10751]",['US'],en,4.5665,6.7,24,2012.0
"[18, 10766]",['AU'],en,4.8665,7.8,8,2005.0
"[16, 10762, 35]",['JP'],ja,4.1889,4.0,1,2020.0
[18],['HK'],cn,4.5511,4.5,2,1980.0
[18],['KR'],ko,3.601,5.6,28,2017.0
"[35, 18]",['AR'],es,4.5251,7.773,66,2024.0
"[16, 35, 10765]",['CN'],zh,4.5256,8.8,8,2023.0
"[18, 10759, 10762, 10751, 80]",['GB'],en,3.8824,5.5,4,1956.0
[18],['PH'],tl,5.0093,0.0,0,2002.0
[99],['AT'],de,4.5846,0.0,0,1987.0
[35],['US'],en,4.2558,7.9,369,2007.0
"[35, 16]",['JP'],ja,4.7008,6.9,55,2019.0
[99],['US'],en,3.2223,0.0,0,2011.0
"[10759, 18]","['AU', 'GB']",en,4.6764,7.2,121,1999.0
"[16, 35, 10765]",['JP'],ja,4.0998,7.1,48,2023.0
[10764],['SE'],sv,4.9225,5.0,1,2006.0
"[18, 9648]",['GB'],en,4.4924,6.5,159,2023.0
"[18, 10766]",['BR'],pt,4.9548,6.5,2,1983.0
[18],"['CA', 'US']",fr,4.2018,7.0,2,1992.0
[35],['ES'],es,4.9255,4.2,4,2008.0
"[80, 18]",['CA'],en,4.967,5.8,9,1998.0
"[16, 10759, 10765, 10762]",['US'],en,4.8495,8.2,509,2022.0
[18],['US'],en,4.8455,7.543,662,2013.0
"[16, 10759, 35, 10765]",['JP'],ja,3.9142,6.0,25,2009.0
"[35, 80, 18]",['GB'],en,4.3935,7.4,125,2021.0
"[10765, 9648, 18]",['US'],en,4.6862,7.316,351,2014.0
[35],['GR'],el,4.1467,4.0,1,2017.0
[],['US'],en,4.645,5.2,4,2006.0
[99],['US'],en,4.8848,7.8,142,2022.0
[10764],['US'],en,4.3247,6.3,38,2012.0
"[16, 18, 9648]",['JP'],ja,4.2334,7.784,417,2014.0
"[16, 35, 10759, 10762, 18]",['JP'],ja,3.9707,6.8,8,1995.0
"[18, 10768]",['HU'],hu,4.3231,8.0,15,2025.0
"[16, 10759, 9648]",['JP'],ja,5.3826,8.0,329,2016.0
"[16, 35, 9648, 10765]",['AU'],en,5.1959,8.3,111,2023.0
"[10764, 99, 35, 10767]",['US'],en,4.5612,7.3,12,2015.0
"[16, 10759]",['JP'],ja,4.648,8.49,301,2021.0
"[80, 18, 9648]",['US'],en,3.8738,5.0,2,1980.0
[35],['US'],en,4.8697,7.0,3,2012.0
"[10759, 18, 9648, 10765]",['CN'],zh,4.2067,7.1,13,2016.0
"[80, 9648, 10765, 18]",['KR'],ko,3.5729,8.134,164,2016.0
[10764],['FR'],fr,4.7551,6.0,14,2001.0
[99],['JP'],ja,4.8024,0.0,0,2006.0
[10764],['MX'],es,4.1876,7.8,1000,2014.0
"[16, 18]",['JP'],ja,4.2045,7.7,64,2012.0
[9648],['CN'],zh,4.4274,8.4,18,2000.0
"[10766, 35]",['CL'],es,6.3373,2.0,1,1999.0
"[16, 10765, 18, 10759]",['JP'],ja,3.6572,6.1,12,2009.0
"[16, 35, 10762]",['CN'],zh,4.5567,10.0,1,2012.0
[18],['AU'],en,3.3418,6.2,7,2009.0
"[10765, 10759, 18]",['US'],en,4.4668,7.633,285,2018.0
"[10766, 18]",['BR'],pt,4.7216,9.1,14,2012.0
[10767],['MX'],es,4.4461,5.5,2,1997.0
"[16, 10765, 10759, 10762]",['JP'],ja,4.3741,6.8,8,1976.0
"[18, 35]",['MX'],es,5.6548,8.136,44,2024.0
"[18, 10765]",['HK'],cn,4.2186,8.6,7,1998.0
[18],['RU'],ru,4.7281,7.7,18,2012.0
[80],['JP'],ja,4.6148,6.9,9,2016.0
"[18, 10768, 10759]",['KR'],ko,3.8563,4.8,5,2009.0
"[10765, 16, 10759, 10762]",['CA'],en,4.678,7.4,65,1994.0
"[35, 18]",['US'],en,4.854,6.8,63,2017.0
"[10762, 16, 35, 10759, 10751, 18, 10765]",['JP'],ja,4.6222,7.9,12,2015.0
[99],['CN'],zh,3.8366,0.0,0,2019.0
"[16, 35, 18]",['JP'],ja,5.0731,10.0,1,2025.0
"[16, 10759, 10765, 9648]",['JP'],ja,6.0727,7.6,234,2007.0
[10764],['FR'],fr,4.6338,5.6,7,2019.0
[],['TW'],zh,4.4222,0.0,0,2022.0
"[18, 10765]",['KR'],ko,5.2412,8.013,115,2021.0
"[10759, 18]",['KR'],ko,4.9197,8.6,8,2025.0
[18],['CN'],zh,4.159,8.5,34,2017.0
"[16, 35]",['JP'],ja,5.1696,7.762,63,2023.0
"[10764, 10767]",['KR'],ko,4.3956,6.0,6,2020.0
[35],['GB'],en,3.9387,7.0,79,2005.0
"[10751, 18]",['TR'],tr,3.8138,8.0,12,2021.0
"[16, 18, 10762]",['CN'],zh,3.9136,9.3,13,2015.0
"[16, 35]",['JP'],ja,4.5291,8.3,673,2015.0
[10764],['IT'],en,4.9228,2.6,4,2016.0
[18],['US'],en,5.1675,5.3,6,2004.0
"[18, 35]",['TR'],tr,7.5839,6.4,20,2016.0
[16],['CN'],zh,4.0498,8.2,4,2022.0
"[18, 9648]",['KR'],ko,4.8159,7.7,136,2023.0
"[18, 9648]",['US'],en,4.7286,7.4,166,2022.0
"[10762, 10751, 18]",['BR'],pt,4.3419,6.3,6,2016.0
"[35, 18]",['KR'],ko,4.6991,6.0,1,2025.0
[18],['CN'],zh,5.6031,7.7,6,2025.0
"[10759, 18]","['US', 'CA']",en,5.2629,5.8,27,2012.0
"[18, 80]",['CO'],es,4.189,7.749,1149,2017.0
"[10766, 18, 35]",['BR'],pt,4.8324,6.9,9,2016.0
"[18, 80]",['US'],en,5.0694,7.8,239,2018.0
[35],['TR'],tr,4.8613,8.5,64,2021.0
"[16, 10765, 10762]",['US'],en,4.1695,7.5,49,1985.0
"[16, 18, 10765, 10759]",['CN'],zh,4.4704,8.1,11,2018.0
"[18, 10751]",['JP'],ja,4.8926,7.3,3,1996.0
[18],['KR'],ko,4.4614,7.9,341,2021.0
[99],['GB'],en,4.371,0.0,0,1989.0
[18],['ES'],es,4.1896,7.2,10,2024.0
[18],['JP'],ja,4.4398,0.0,0,2002.0
"[10759, 10765, 16]",['JP'],ja,4.4367,7.3,18,1975.0
"[10759, 10751, 10762, 10765]",['IN'],hi,4.5684,10.0,1,2023.0
"[18, 9648]",['HK'],cn,4.2849,0.0,0,2017.0
[18],['KR'],ko,4.472,7.3,56,2022.0
"[18, 10759, 9648]",['CN'],zh,4.7175,8.1,22,2024.0
[],['CN'],zh,4.1581,0.0,0,1988.0
"[18, 10768]",['IT'],it,4.4488,8.1,134,2025.0
"[10767, 10764]",['CN'],zh,4.9469,9.0,9,2016.0
"[18, 9648]",['JP'],ja,3.9701,7.0,6,2019.0
[18],['JP'],ja,4.7977,7.0,2,2024.0
"[16, 35, 10762]",['US'],en,4.8817,6.9,12,2000.0
"[16, 35]",['JP'],ja,4.904,8.428,132,2011.0
"[10759, 10765, 16]",['JP'],ja,4.5144,8.3,764,2020.0
[18],['US'],en,4.799,8.1,23,2005.0
[9648],['JP'],ja,5.0668,8.0,4,2022.0
"[80, 18]",['US'],en,4.5432,7.0,241,2018.0
"[80, 18]",['IN'],hi,4.1743,4.6,14,2018.0
"[10766, 35]",['BR'],pt,4.4737,8.4,9,1999.0
[99],['GB'],en,3.7721,5.0,4,2013.0
"[16, 10762, 10751, 35]",['US'],en,4.3288,7.7,1145,1975.0
[18],['US'],en,4.3895,6.3,30,2011.0
"[18, 9648, 10765]",['CA'],en,5.0201,6.6,76,2021.0
"[10762, 10751]",['AR'],es,4.8421,0.0,0,2013.0
"[10765, 18]",['CA'],en,5.0091,7.4,56,2004.0
"[18, 10766]",['PT'],pt,4.9122,0.0,0,2016.0
"[35, 10751]",['US'],en,3.6644,6.3,57,2013.0
[18],['GR'],el,3.8955,7.0,1,2005.0
"[16, 10751, 10762, 18]","['AU', 'DE', 'FR']",en,4.3727,7.1,49,2015.0
[18],['TW'],zh,5.6699,8.1,12,2024.0
[18],['KR'],ko,4.071,7.724,116,2018.0
"[16, 35]",['JP'],ja,4.5112,7.6,46,2004.0
"[16, 18, 10765, 10768]",['JP'],ja,4.92,8.3,390,2017.0
"[9648, 18]",['US'],en,4.5147,7.567,682,2023.0
[10767],['IT'],it,4.5101,7.3,6,2018.0
[],['GB'],en,4.2609,0.0,0,1982.0
[35],['US'],en,4.6041,5.5,27,2025.0
"[80, 18, 9648, 10765]",['GB'],en,4.4553,7.8,289,2006.0
"[16, 10759, 10765]",['JP'],ja,4.3738,6.4,19,2023.0
"[16, 10759, 10765, 10762]",['JP'],ja,4.7237,7.0,3,2025.0
[18],['AU'],en,4.1911,8.3,3,2002.0
"[35, 10751]",['IN'],hi,4.2115,6.4,12,2003.0
[10767],['AT'],de,4.8557,0.0,0,2013.0
[18],['DE'],de,4.5813,3.8,5,2015.0
[99],['US'],en,4.7567,4.9,10,1992.0
"[18, 10766]",['AU'],en,4.366,7.5,42,2013.0
"[10759, 18]",['PH'],tl,4.1069,7.3,3,2018.0
[10762],['US'],en,4.1457,7.583,102,1997.0
"[10762, 16]","['CA', 'US']",en,4.858,6.5,40,2002.0
"[16, 35, 18]",['JP'],ja,5.1026,6.8,6,1989.0
"[10751, 16, 35]",['US'],en,5.291,6.3,25,2015.0
"[16, 18]",['JP'],ja,4.7205,8.225,247,2021.0
[10765],['CN'],zh,4.2588,10.0,2,2025.0
[99],['US'],en,4.6233,7.5,2,1999.0
"[16, 35, 18]",['JP'],ja,4.0062,6.0,98,2017.0
"[18, 9648, 80]",['US'],en,4.4946,6.7,268,2024.0
"[16, 10751, 35, 10762]",['JP'],ja,3.9586,6.6,8,1985.0
[],[],ja,4.3665,8.0,2,2008.0
"[80, 18]",['KR'],ko,4.2789,7.2,64,2017.0
